Employee Home Business Unit,Employee Home Business Unit Desc.,Employee Number,Employee Job Type Description,Pay Per Date,Pay Type,Pay Type Description,Hours,Employee Pay Class Description
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,1/12/2020,1,Regular,80,Salaried
7094,Robersonville Boar Stud,1216536,Herdsperson 3 (Hourly),1/12/2020,1,Regular,119.73,Hourly
7094,Robersonville Boar Stud,1216536,Herdsperson 3 (Hourly),1/12/2020,31,Holiday-adtl,9.6,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),1/12/2020,1,Regular,84.08,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),1/12/2020,30,Holiday,9.6,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),1/12/2020,99,PTO,9.6,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),1/12/2020,1,Regular,92.72,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),1/12/2020,30,Holiday,9.6,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 3 (Hourly),1/12/2020,1,Regular,90.58,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 3 (Hourly),1/12/2020,31,Holiday-adtl,9.6,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 3 (Hourly),1/12/2020,35,Prsnl Hol,19.2,Hourly
7094,Robersonville Boar Stud,1349171,Sow Farm HOD 1 (Salary),1/12/2020,1,Regular,96,Salaried
7094,Robersonville Boar Stud,1349171,Sow Farm HOD 1 (Salary),1/12/2020,31,Holiday-adtl,9.6,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,1/12/2020,1,Regular,86.4,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,1/12/2020,35,Prsnl Hol,9.6,Salaried
7094,Robersonville Boar Stud,3311803,Herdsperson 3 (Hourly),1/12/2020,1,Regular,110.05,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),1/12/2020,1,Regular,91.53,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),1/12/2020,31,Holiday-adtl,9.6,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),1/12/2020,35,Prsnl Hol,9.6,Hourly
8230,GIF-Boar Stud,1069477,Boar Stud Mgr.,1/12/2020,1,Regular,80,Salaried
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),1/12/2020,1,Regular,85.48,Hourly
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),1/12/2020,12,Premium,18.6,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),1/12/2020,1,Regular,83.17,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),1/12/2020,12,Premium,9.4,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),1/12/2020,99,PTO,9,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),1/12/2020,1,Regular,96.37,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),1/12/2020,12,Premium,30.9,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),1/12/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/12/2020,1,Regular,84.93,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/12/2020,12,Premium,19.55,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/12/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),1/12/2020,1,Regular,117.65,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),1/12/2020,12,Premium,39.92,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),1/12/2020,1,Regular,99.87,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),1/12/2020,12,Premium,19.82,Hourly
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,1/12/2020,1,Regular,48,Salaried
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,1/12/2020,30,Holiday,16,Salaried
8230,GIF-Boar Stud,1725042,Production Mgr Trainee 2 HOD,1/12/2020,35,Prsnl Hol,16,Salaried
8230,GIF-Boar Stud,2121839,AI Courier,1/12/2020,1,Regular,53.77,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,1/12/2020,1,Regular,106.25,Hourly
8230,GIF-Boar Stud,3289262,Production Mgr Trainee 1,1/12/2020,12,Premium,19.4,Hourly
8230,GIF-Boar Stud,3298432,Herdsperson Trainee/Laborer,1/12/2020,1,Regular,47.23,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,1/12/2020,1,Regular,87.3,Hourly
8230,GIF-Boar Stud,3309475,Production Mgr Trainee 1,1/12/2020,12,Premium,18.72,Hourly
49170,Boar Stud  49170,789451,Assistant Boar Stud Manager,1/12/2020,1,Regular,72,Salaried
49170,Boar Stud  49170,789451,Assistant Boar Stud Manager,1/12/2020,35,Prsnl Hol,18,Salaried
49170,Boar Stud  49170,789507,Boar Stud Mgr.,1/12/2020,1,Regular,80,Salaried
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),1/12/2020,1,Regular,72.23,Hourly
49170,Boar Stud  49170,789809,Herdsperson 4 (Utah),1/12/2020,30,Holiday,10,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),1/12/2020,1,Regular,84.72,Hourly
49170,Boar Stud  49170,910181,Herdsperson 4 (Utah),1/12/2020,31,Holiday-adtl,10,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,1/12/2020,1,Regular,88.47,Hourly
49170,Boar Stud  49170,1205028,Production Mgr Trainee 1 Certf,1/12/2020,31,Holiday-adtl,10,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,1/12/2020,1,Regular,75.85,Hourly
49170,Boar Stud  49170,2107647,Production Mgr Trainee 1 Certf,1/12/2020,30,Holiday,10,Hourly
49170,Boar Stud  49170,3311314,Herdsperson 1 (Hourly),1/12/2020,1,Regular,42.17,Hourly
49370,High Desert Boar Stud,3301684,Sow Farm Manager 3,1/12/2020,1,Regular,80,Salaried
49370,High Desert Boar Stud,3301689,Herdsperson 3 (Hourly),1/12/2020,1,Regular,86,Hourly
49370,High Desert Boar Stud,3301689,Herdsperson 3 (Hourly),1/12/2020,30,Holiday,9,Hourly
49370,High Desert Boar Stud,3302292,Herdsperson 1 (Hourly),1/12/2020,1,Regular,55.67,Hourly
49370,High Desert Boar Stud,3304884,Sow Farm HOD 2 (Hourly),1/12/2020,1,Regular,101.38,Hourly
49370,High Desert Boar Stud,3326464,Herdsperson 1 (Hourly),1/12/2020,1,Regular,66.65,Hourly
49370,High Desert Boar Stud,3326464,Herdsperson 1 (Hourly),1/12/2020,30,Holiday,9,Hourly
49370,High Desert Boar Stud,3326464,Herdsperson 1 (Hourly),1/12/2020,99,PTO,16.95,Hourly
49770,Colorado Boar Stud,901912,AI Courier,1/12/2020,1,Regular,25.5,Hourly
49770,Colorado Boar Stud,954835,Boar Stud Mgr.,1/12/2020,1,Regular,80,Salaried
49770,Colorado Boar Stud,1938582,Herdsperson 3 (Hourly),1/12/2020,1,Regular,81.27,Hourly
49770,Colorado Boar Stud,3289266,Production Mgr Trainee 1,1/12/2020,1,Regular,82.47,Hourly
70640,Farm 70640-AI,906806,Herdsperson 3 (Hourly),1/12/2020,1,Regular,104.37,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),1/12/2020,1,Regular,83.3,Hourly
70640,Farm 70640-AI,999886,Herdsperson 2 (Hourly),1/12/2020,30,Holiday,10,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),1/12/2020,1,Regular,47.37,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),1/12/2020,30,Holiday,9.6,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),1/12/2020,35,Prsnl Hol,19.2,Hourly
70640,Farm 70640-AI,1248788,Herdsperson 3 (Hourly),1/12/2020,99,PTO,19.2,Hourly
70640,Farm 70640-AI,3304001,Boar Stud Mgr.,1/12/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,787767,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3313735,Asst. Sow Farm Mgr. 1,1/26/2020,1,Regular,80,Salaried
2874,AI Lab-Cyclone 2874,3313736,Herdsperson 3 (Hourly),1/26/2020,1,Regular,77.3,Hourly
2874,AI Lab-Cyclone 2874,3313737,Herdsperson 3 (Hourly),1/26/2020,1,Regular,63.12,Hourly
2874,AI Lab-Cyclone 2874,3313737,Herdsperson 3 (Hourly),1/26/2020,99,PTO,16,Hourly
2874,AI Lab-Cyclone 2874,3313897,AI Courier,1/26/2020,1,Regular,36.07,Hourly
3470,AI Lab-Cimarron 3470,788267,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),1/26/2020,1,Regular,100.03,Hourly
3470,AI Lab-Cimarron 3470,1168597,Herdsperson 4 (Hourly),1/26/2020,35,Prsnl Hol,8.73,Hourly
3470,AI Lab-Cimarron 3470,2372688,AI Courier,1/26/2020,1,Regular,37.28,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),1/26/2020,1,Regular,61.95,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),1/26/2020,30,Holiday,8.73,Hourly
3470,AI Lab-Cimarron 3470,3309379,Herdsperson 4 (Hourly),1/26/2020,35,Prsnl Hol,17.46,Hourly
7068,Farm 7068-AI,791747,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),1/26/2020,1,Regular,90.02,Hourly
7068,Farm 7068-AI,1016880,Herdsperson 3 (Hourly),1/26/2020,30,Holiday,9.6,Hourly
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,1/26/2020,1,Regular,76.8,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,1/26/2020,30,Holiday,9.6,Salaried
7068,Farm 7068-AI,1048903,Assistant Boar Stud Manager,1/26/2020,35,Prsnl Hol,9.6,Salaried
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),1/26/2020,1,Regular,78.88,Hourly
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),1/26/2020,30,Holiday,9.6,Hourly
7068,Farm 7068-AI,1365358,Herdsperson 3 (Hourly),1/26/2020,99,PTO,10,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),1/26/2020,1,Regular,73.77,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),1/26/2020,30,Holiday,19.2,Hourly
7068,Farm 7068-AI,2199393,Herdsperson 3 (Hourly),1/26/2020,99,PTO,2,Hourly
7069,Farm 7069-AI,797573,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,86.4,Salaried
7069,Farm 7069-AI,797573,Sow Farm HOD 1 (Salary),1/26/2020,35,Prsnl Hol,9.6,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,1/26/2020,1,Regular,86.4,Salaried
7069,Farm 7069-AI,1123529,Boar Stud Mgr.,1/26/2020,30,Holiday,9.6,Salaried
7069,Farm 7069-AI,1198387,Production Mgr Trainee 2,1/26/2020,1,Regular,83.68,Salaried
7069,Farm 7069-AI,3310840,Production Mgr Trainee 2 Certf,1/26/2020,1,Regular,86.4,Salaried
7069,Farm 7069-AI,3310840,Production Mgr Trainee 2 Certf,1/26/2020,35,Prsnl Hol,9.6,Salaried
7069,Farm 7069-AI,3321432,Assistant Boar Stud Manager,1/26/2020,1,Regular,96,Salaried
7081,Deercroft Boar Stud,337578,Herdsperson 3 (Hourly),1/26/2020,1,Regular,75.55,Hourly
7081,Deercroft Boar Stud,337578,Herdsperson 3 (Hourly),1/26/2020,30,Holiday,9.6,Hourly
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,1/26/2020,1,Regular,72,Salaried
7081,Deercroft Boar Stud,700875,Boar Stud Mgr.,1/26/2020,30,Holiday,8,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,67.2,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),1/26/2020,30,Holiday,9.6,Salaried
7081,Deercroft Boar Stud,1896603,Sow Farm HOD 1 (Salary),1/26/2020,35,Prsnl Hol,19.2,Salaried
7081,Deercroft Boar Stud,3315133,Herdsperson 2 (Hourly),1/26/2020,1,Regular,77.28,Hourly
7082,Laurel Hill Boar Stud,38447,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,96,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,1/26/2020,1,Regular,72,Salaried
7082,Laurel Hill Boar Stud,67168,Boar Stud Mgr.,1/26/2020,35,Prsnl Hol,8,Salaried
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),1/26/2020,1,Regular,85.05,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),1/26/2020,99,PTO,5,Hourly
7082,Laurel Hill Boar Stud,738304,Herdsperson 3 (Hourly),1/26/2020,99,PTO,-0.64,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),1/26/2020,1,Regular,75.58,Hourly
7082,Laurel Hill Boar Stud,2269229,Herdsperson 3 (Hourly),1/26/2020,35,Prsnl Hol,9.6,Hourly
7082,Laurel Hill Boar Stud,3292114,Herdsperson 3 (Hourly),1/26/2020,1,Regular,,Hourly
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,83.4,Salaried
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),1/26/2020,30,Holiday,9.6,Salaried
7092,Askin Boar Stud,689291,Sow Farm HOD 1 (Salary),1/26/2020,99,PTO,3,Salaried
7092,Askin Boar Stud,714927,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
7092,Askin Boar Stud,1165047,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,107.23,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 3 (Hourly),1/26/2020,1,Regular,97.88,Hourly
7092,Askin Boar Stud,2117110,Herdsperson 3 (Hourly),1/26/2020,99,PTO,5,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 3 (Hourly),1/26/2020,1,Regular,100.4,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 3 (Hourly),1/26/2020,35,Prsnl Hol,9.6,Hourly
7092,Askin Boar Stud,2141681,Herdsperson 3 (Hourly),1/26/2020,99,PTO,1,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),1/26/2020,1,Regular,97.83,Hourly
7092,Askin Boar Stud,3309541,Herdsperson 2 (Hourly),1/26/2020,30,Holiday,9.6,Hourly
7092,Askin Boar Stud,3311226,Herdsperson 3 (Hourly),1/26/2020,1,Regular,107.4,Hourly
7092,Askin Boar Stud,3314736,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,104.47,Hourly
7093,Martin County Boar Stud,903716,Herdsperson 4 (Hourly),1/26/2020,1,Regular,83.48,Hourly
7093,Martin County Boar Stud,935746,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
7093,Martin County Boar Stud,1226601,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,96,Salaried
7093,Martin County Boar Stud,1839253,Herdsperson 3 (Hourly),1/26/2020,1,Regular,109.03,Hourly
7093,Martin County Boar Stud,2099936,Herdsperson 3 (Hourly),1/26/2020,1,Regular,110.08,Hourly
7093,Martin County Boar Stud,3306937,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,109.8,Hourly
7093,Martin County Boar Stud,3310111,Production Mgr Trainee 1 Certf,1/26/2020,1,Regular,109.82,Hourly
7093,Martin County Boar Stud,3311229,Herdsperson 2 (Hourly),1/26/2020,1,Regular,109.75,Hourly
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,1/26/2020,1,Regular,40,Salaried
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,1/26/2020,30,Holiday,32,Salaried
7094,Robersonville Boar Stud,1207316,Boar Stud Mgr.,1/26/2020,35,Prsnl Hol,8,Salaried
7094,Robersonville Boar Stud,1216536,Herdsperson 3 (Hourly),1/26/2020,1,Regular,101.07,Hourly
7094,Robersonville Boar Stud,1287467,Herdsperson 3 (Hourly),1/26/2020,1,Regular,105.45,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),1/26/2020,1,Regular,78.9,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),1/26/2020,35,Prsnl Hol,19.2,Hourly
7094,Robersonville Boar Stud,1290639,Herdsperson 3 (Hourly),1/26/2020,99,PTO,9.6,Hourly
7094,Robersonville Boar Stud,1343023,Herdsperson 3 (Hourly),1/26/2020,1,Regular,100.73,Hourly
7094,Robersonville Boar Stud,1349171,Sow Farm HOD 1 (Salary),1/26/2020,1,Regular,96,Salaried
7094,Robersonville Boar Stud,3295314,Production Mgr Trainee 2 Certf,1/26/2020,1,Regular,96,Salaried
7094,Robersonville Boar Stud,3311803,Herdsperson 3 (Hourly),1/26/2020,1,Regular,103.25,Hourly
7094,Robersonville Boar Stud,3312368,Herdsperson 2 (Hourly),1/26/2020,1,Regular,93.08,Hourly
8230,GIF-Boar Stud,1069477,Boar Stud Mgr.,1/26/2020,1,Regular,80,Salaried
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),1/26/2020,1,Regular,71.1,Hourly
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),1/26/2020,12,Premium,6.97,Hourly
8230,GIF-Boar Stud,1168543,Boar Stud HOD 2 (Hourly),1/26/2020,35,Prsnl Hol,9,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),1/26/2020,1,Regular,94.47,Hourly
8230,GIF-Boar Stud,1168643,Boar Stud HOD 1 (Hourly),1/26/2020,12,Premium,18.48,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),1/26/2020,1,Regular,100.35,Hourly
8230,GIF-Boar Stud,1172465,Boar Stud HOD 2 (Hourly),1/26/2020,12,Premium,20.63,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/26/2020,1,Regular,82.43,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/26/2020,12,Premium,18.62,Hourly
8230,GIF-Boar Stud,1173067,Boar Stud HOD 2 (Hourly),1/26/2020,30,Holiday,9,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),1/26/2020,1,Regular,118.45,Hourly
8230,GIF-Boar Stud,1259599,Boar Stud HOD 1 (Hourly),1/26/2020,12,Premium,40.08,Hourly
8230,GIF-Boar Stud,1333002,Boar Stud HOD 2 (Hourly),1/26/2020,1,Regular,102.05,Hourly
